Time[s], HydroForceZ[N], HydroMomentY[Nm], OmegaY[rad/s], Pitch[deg]
0.10421, -375.1678, 73.2977, 0.00349, -1.8491
0.10425, -374.9051, 73.2416, 0.00339, -1.8491
0.10430, -374.6254, 73.1805, 0.00328, -1.8491
0.10435, -374.3676, 73.1243, 0.00318, -1.8491
0.10439, -374.0453, 73.0528, 0.00307, -1.8491
0.10444, -373.7314, 72.9846, 0.00297, -1.8490
0.10449, -373.5315, 72.9416, 0.00285, -1.8490
0.10453, -373.2734, 72.8836, 0.00274, -1.8490
0.10458, -372.9537, 72.8127, 0.00262, -1.8490
0.10463, -372.6624, 72.7491, 0.00250, -1.8490
0.10467, -372.3806, 72.6883, 0.00237, -1.8490
0.10472, -372.0980, 72.6274, 0.00225, -1.8490
0.10477, -371.7603, 72.5543, 0.00213, -1.8490
0.10481, -371.4228, 72.4790, 0.00201, -1.8490
0.10486, -371.1254, 72.4152, 0.00188, -1.8490
0.10490, -370.7057, 72.3215, 0.00175, -1.8490
0.10495, -370.3573, 72.2456, 0.00162, -1.8490
0.10500, -370.0476, 72.1782, 0.00147, -1.8490
0.10504, -369.6908, 72.0982, 0.00133, -1.8490
0.10509, -369.4153, 72.0381, 0.00118, -1.8490
0.10513, -369.0679, 71.9600, 0.00103, -1.8490
0.10518, -368.6882, 71.8756, 0.00087, -1.8490
0.10522, -368.3950, 71.8125, 0.00072, -1.8490
0.10527, -368.0474, 71.7354, 0.00056, -1.8490
0.10532, -367.6951, 71.6582, 0.00040, -1.8490
0.10536, -367.3330, 71.5770, 0.00025, -1.8490
0.10541, -367.0043, 71.5051, 0.00009, -1.8490
0.10545, -366.6592, 71.4295, -0.00008, -1.8490
0.10550, -366.2837, 71.3461, -0.00024, -1.8490
0.10554, -365.8991, 71.2601, -0.00040, -1.8490
0.10559, -365.5632, 71.1857, -0.00057, -1.8490
0.10563, -365.1734, 71.0980, -0.00075, -1.8490
0.10568, -364.7610, 71.0059, -0.00092, -1.8490
0.10572, -364.3411, 70.9121, -0.00110, -1.8490
0.10577, -363.9515, 70.8251, -0.00128, -1.8490
0.10581, -363.6061, 70.7485, -0.00147, -1.8490
0.10586, -363.1903, 70.6561, -0.00166, -1.8490
0.10590, -362.8123, 70.5724, -0.00184, -1.8490
0.10595, -362.4374, 70.4884, -0.00203, -1.8490
0.10599, -362.0355, 70.3982, -0.00222, -1.8490
0.10604, -361.6332, 70.3072, -0.00241, -1.8490
0.10608, -361.1866, 70.2062, -0.00261, -1.8490
0.10613, -360.7443, 70.1070, -0.00281, -1.8490
0.10617, -360.3237, 70.0128, -0.00302, -1.8490
0.10622, -359.8759, 69.9118, -0.00323, -1.8490
0.10626, -359.4792, 69.8238, -0.00344, -1.8490
0.10631, -359.0973, 69.7390, -0.00365, -1.8490
0.10635, -358.7244, 69.6550, -0.00385, -1.8491
0.10640, -358.3180, 69.5632, -0.00406, -1.8491
0.10644, -357.8421, 69.4574, -0.00427, -1.8491
0.10649, -357.4139, 69.3616, -0.00448, -1.8491
0.10653, -356.9457, 69.2560, -0.00470, -1.8491
0.10658, -356.4807, 69.1525, -0.00491, -1.8491
0.10662, -356.0708, 69.0611, -0.00513, -1.8491
0.10667, -355.6258, 68.9616, -0.00536, -1.8491
0.10671, -355.1392, 68.8530, -0.00558, -1.8492
0.10676, -354.7104, 68.7566, -0.00580, -1.8492
0.10680, -354.2730, 68.6588, -0.00602, -1.8492
0.10685, -353.8082, 68.5529, -0.00625, -1.8492
0.10689, -353.3944, 68.4611, -0.00648, -1.8492
0.10694, -352.9623, 68.3639, -0.00671, -1.8492
0.10698, -352.5053, 68.2613, -0.00695, -1.8492
0.10703, -352.0021, 68.1471, -0.00718, -1.8493
0.10707, -351.5799, 68.0531, -0.00741, -1.8493
0.10712, -351.1293, 67.9512, -0.00765, -1.8493
0.10716, -350.6605, 67.8456, -0.00789, -1.8493
0.10721, -350.1996, 67.7421, -0.00813, -1.8493
0.10725, -349.7506, 67.6427, -0.00837, -1.8494
0.10730, -349.2735, 67.5337, -0.00862, -1.8494
0.10735, -348.8136, 67.4298, -0.00886, -1.8494
0.10739, -348.4163, 67.3414, -0.00911, -1.8494
0.10744, -347.9580, 67.2374, -0.00936, -1.8495
0.10748, -347.5102, 67.1373, -0.00960, -1.8495
0.10753, -347.0128, 67.0250, -0.00985, -1.8495
0.10758, -346.5411, 66.9190, -0.01009, -1.8495
0.10762, -346.1162, 66.8246, -0.01034, -1.8496
0.10767, -345.6301, 66.7147, -0.01059, -1.8496
0.10771, -345.1730, 66.6130, -0.01083, -1.8496
0.10776, -344.7352, 66.5146, -0.01108, -1.8496
0.10780, -344.2974, 66.4171, -0.01132, -1.8497
0.10785, -343.8226, 66.3113, -0.01157, -1.8497
0.10790, -343.3362, 66.2025, -0.01181, -1.8497
0.10794, -342.8509, 66.0921, -0.01205, -1.8498
0.10799, -342.3755, 65.9855, -0.01230, -1.8498
0.10803, -341.9027, 65.8804, -0.01255, -1.8498
0.10808, -341.4232, 65.7731, -0.01281, -1.8499
0.10812, -340.9720, 65.6721, -0.01306, -1.8499
0.10817, -340.5259, 65.5717, -0.01331, -1.8499
0.10822, -340.1176, 65.4848, -0.01356, -1.8500
0.10826, -339.6263, 65.3733, -0.01381, -1.8500
0.10831, -339.1703, 65.2710, -0.01406, -1.8500
0.10836, -338.7257, 65.1713, -0.01430, -1.8501
0.10840, -338.2684, 65.0682, -0.01456, -1.8501
0.10845, -337.8279, 64.9694, -0.01481, -1.8502
0.10850, -337.4082, 64.8770, -0.01507, -1.8502
0.10855, -336.8832, 64.7591, -0.01532, -1.8502
0.10859, -336.3879, 64.6473, -0.01557, -1.8503
0.10864, -335.9766, 64.5566, -0.01582, -1.8503
0.10869, -335.5473, 64.4597, -0.01607, -1.8504
0.10873, -335.0136, 64.3390, -0.01632, -1.8504
0.10878, -334.5434, 64.2342, -0.01657, -1.8505
0.10883, -334.0729, 64.1285, -0.01683, -1.8505
0.10887, -333.6338, 64.0299, -0.01708, -1.8505
0.10892, -333.1977, 63.9327, -0.01734, -1.8506
0.10897, -332.7496, 63.8322, -0.01759, -1.8506
0.10901, -332.3031, 63.7322, -0.01784, -1.8507
0.10906, -331.9065, 63.6449, -0.01809, -1.8507
0.10911, -331.4868, 63.5510, -0.01833, -1.8508
0.10916, -331.0561, 63.4547, -0.01857, -1.8508
0.10920, -330.6281, 63.3579, -0.01882, -1.8509
0.10925, -330.1945, 63.2619, -0.01906, -1.8509
0.10930, -329.7832, 63.1716, -0.01930, -1.8510
0.10934, -329.3208, 63.0681, -0.01954, -1.8510
0.10939, -328.8826, 62.9695, -0.01977, -1.8511
0.10944, -328.4700, 62.8771, -0.02001, -1.8511
0.10948, -328.0849, 62.7899, -0.02025, -1.8512
0.10953, -327.6449, 62.6906, -0.02049, -1.8513
0.10958, -327.2076, 62.5926, -0.02073, -1.8513
0.10963, -326.7901, 62.5002, -0.02098, -1.8514
0.10967, -326.3995, 62.4131, -0.02121, -1.8514
0.10972, -326.0210, 62.3293, -0.02145, -1.8515
0.10977, -325.5811, 62.2290, -0.02167, -1.8515
0.10981, -325.1898, 62.1420, -0.02190, -1.8516
0.10986, -324.8425, 62.0657, -0.02213, -1.8517
0.10991, -324.4212, 61.9721, -0.02236, -1.8517
0.10995, -323.9499, 61.8665, -0.02258, -1.8518
0.11000, -323.5276, 61.7737, -0.02280, -1.8518
0.11005, -323.1558, 61.6938, -0.02303, -1.8519
0.11010, -322.8261, 61.6191, -0.02326, -1.8520
0.11015, -322.3887, 61.5221, -0.02348, -1.8520
0.11020, -321.9585, 61.4256, -0.02370, -1.8521
0.11024, -321.6100, 61.3476, -0.02393, -1.8522
0.11029, -321.2440, 61.2652, -0.02416, -1.8522
0.11034, -320.8509, 61.1774, -0.02439, -1.8523
0.11039, -320.4601, 61.0903, -0.02462, -1.8524
0.11044, -320.0858, 61.0081, -0.02484, -1.8524
0.11049, -319.7203, 60.9271, -0.02506, -1.8525
0.11054, -319.3894, 60.8533, -0.02527, -1.8526
0.11059, -318.9850, 60.7634, -0.02548, -1.8527
0.11064, -318.6429, 60.6891, -0.02569, -1.8527
0.11069, -318.2857, 60.6082, -0.02590, -1.8528
0.11073, -317.9659, 60.5392, -0.02611, -1.8529
0.11078, -317.5579, 60.4481, -0.02631, -1.8529
0.11083, -317.2230, 60.3740, -0.02651, -1.8530
0.11088, -316.8683, 60.2958, -0.02671, -1.8531
0.11093, -316.5210, 60.2182, -0.02691, -1.8532
0.11098, -316.2034, 60.1495, -0.02711, -1.8532
0.11103, -315.9301, 60.0920, -0.02730, -1.8533
0.11108, -315.6195, 60.0245, -0.02749, -1.8534
0.11113, -315.2716, 59.9473, -0.02766, -1.8535
0.11117, -314.8882, 59.8626, -0.02783, -1.8536
0.11122, -314.5673, 59.7912, -0.02801, -1.8536
0.11127, -314.2755, 59.7281, -0.02820, -1.8537
0.11132, -313.9686, 59.6600, -0.02838, -1.8538
0.11137, -313.6647, 59.5944, -0.02856, -1.8539
0.11142, -313.3996, 59.5387, -0.02874, -1.8539
0.11146, -313.0611, 59.4645, -0.02890, -1.8540
0.11151, -312.7501, 59.3954, -0.02906, -1.8541
0.11156, -312.4794, 59.3377, -0.02922, -1.8542
0.11161, -312.1920, 59.2747, -0.02938, -1.8543
0.11166, -311.8782, 59.2064, -0.02955, -1.8543
0.11170, -311.5425, 59.1324, -0.02971, -1.8544
0.11175, -311.2747, 59.0751, -0.02987, -1.8545
0.11180, -311.0025, 59.0150, -0.03003, -1.8546
0.11185, -310.8027, 58.9710, -0.03019, -1.8547
0.11189, -310.6067, 58.9289, -0.03034, -1.8548
0.11194, -310.3128, 58.8639, -0.03049, -1.8548
0.11199, -310.0571, 58.8083, -0.03064, -1.8549
0.11204, -309.8361, 58.7607, -0.03079, -1.8550
0.11208, -309.5465, 58.6980, -0.03093, -1.8551
0.11213, -309.2486, 58.6333, -0.03107, -1.8552
0.11218, -309.0309, 58.5854, -0.03121, -1.8553
0.11223, -308.7978, 58.5350, -0.03135, -1.8553
0.11227, -308.5239, 58.4763, -0.03148, -1.8554
0.11232, -308.2722, 58.4204, -0.03162, -1.8555
0.11237, -307.9862, 58.3566, -0.03175, -1.8556
0.11241, -307.7356, 58.3028, -0.03189, -1.8557
0.11246, -307.5079, 58.2535, -0.03203, -1.8558
0.11251, -307.2670, 58.2018, -0.03217, -1.8559
0.11256, -307.0403, 58.1527, -0.03230, -1.8559
0.11260, -306.8013, 58.1014, -0.03243, -1.8560
0.11265, -306.6082, 58.0609, -0.03255, -1.8561
0.11270, -306.3798, 58.0112, -0.03267, -1.8562
0.11274, -306.1455, 57.9611, -0.03279, -1.8563
0.11279, -305.9813, 57.9273, -0.03291, -1.8564
0.11284, -305.8663, 57.9056, -0.03303, -1.8565
0.11288, -305.6599, 57.8621, -0.03314, -1.8566
0.11293, -305.4530, 57.8172, -0.03324, -1.8566
0.11298, -305.2200, 57.7649, -0.03334, -1.8567
0.11302, -305.0097, 57.7188, -0.03345, -1.8568
0.11307, -304.8313, 57.6824, -0.03357, -1.8569
0.11312, -304.7206, 57.6619, -0.03368, -1.8570
0.11317, -304.5316, 57.6225, -0.03378, -1.8571
0.11321, -304.3384, 57.5791, -0.03387, -1.8572
0.11326, -304.1942, 57.5499, -0.03396, -1.8573
0.11331, -304.0162, 57.5125, -0.03406, -1.8574
0.11335, -303.8444, 57.4757, -0.03415, -1.8575
0.11340, -303.6622, 57.4356, -0.03425, -1.8576
0.11345, -303.5498, 57.4132, -0.03434, -1.8576
0.11349, -303.4360, 57.3901, -0.03444, -1.8577
0.11354, -303.2815, 57.3565, -0.03452, -1.8578
0.11359, -303.1060, 57.3184, -0.03461, -1.8579
0.11364, -302.9973, 57.2996, -0.03469, -1.8580
0.11368, -302.8796, 57.2748, -0.03477, -1.8581
0.11373, -302.7446, 57.2462, -0.03484, -1.8582
0.11378, -302.5233, 57.1967, -0.03491, -1.8583
0.11383, -302.4011, 57.1704, -0.03499, -1.8584
0.11387, -302.2698, 57.1436, -0.03507, -1.8585
0.11392, -302.1830, 57.1276, -0.03516, -1.8586
0.11397, -302.1006, 57.1124, -0.03523, -1.8587
0.11402, -302.0145, 57.0956, -0.03529, -1.8588
0.11406, -301.9083, 57.0735, -0.03535, -1.8589
0.11411, -301.8431, 57.0621, -0.03540, -1.8590
0.11416, -301.7944, 57.0542, -0.03546, -1.8591
0.11421, -301.6786, 57.0303, -0.03551, -1.8592
0.11426, -301.5915, 57.0144, -0.03556, -1.8593
0.11431, -301.5182, 57.0004, -0.03561, -1.8594
0.11435, -301.4014, 56.9752, -0.03566, -1.8595
0.11440, -301.3658, 56.9704, -0.03570, -1.8596
0.11445, -301.2744, 56.9531, -0.03575, -1.8597
0.11450, -301.1642, 56.9322, -0.03579, -1.8598
0.11455, -301.1236, 56.9255, -0.03583, -1.8599
0.11460, -301.0609, 56.9134, -0.03586, -1.8600
0.11464, -300.9796, 56.8970, -0.03589, -1.8601
0.11469, -300.9583, 56.8958, -0.03593, -1.8602
0.11474, -300.9322, 56.8917, -0.03597, -1.8603
0.11479, -300.8927, 56.8854, -0.03600, -1.8604
0.11484, -300.8719, 56.8837, -0.03603, -1.8605
0.11489, -300.8250, 56.8750, -0.03605, -1.8606
0.11494, -300.6556, 56.8374, -0.03607, -1.8607
0.11499, -300.5372, 56.8124, -0.03610, -1.8608
0.11504, -300.4693, 56.7973, -0.03613, -1.8609
0.11509, -300.4791, 56.8042, -0.03617, -1.8610
0.11514, -300.4767, 56.8057, -0.03620, -1.8611
0.11519, -300.4899, 56.8115, -0.03622, -1.8612
0.11524, -300.5097, 56.8193, -0.03624, -1.8613
0.11529, -300.4968, 56.8201, -0.03624, -1.8614
0.11534, -300.4909, 56.8199, -0.03624, -1.8615
0.11539, -300.5646, 56.8401, -0.03624, -1.8616
0.11544, -300.5494, 56.8395, -0.03625, -1.8617
0.11549, -300.6152, 56.8581, -0.03625, -1.8618
0.11553, -300.6576, 56.8721, -0.03624, -1.8619
0.11558, -300.6413, 56.8728, -0.03622, -1.8620
0.11563, -300.5531, 56.8561, -0.03620, -1.8621
0.11568, -300.5263, 56.8526, -0.03618, -1.8622
0.11573, -300.6066, 56.8761, -0.03616, -1.8623
0.11578, -300.6541, 56.8893, -0.03615, -1.8624
0.11583, -300.6784, 56.8976, -0.03613, -1.8625
0.11588, -300.7130, 56.9091, -0.03611, -1.8626
0.11593, -300.6869, 56.9062, -0.03609, -1.8627
0.11598, -300.7499, 56.9241, -0.03606, -1.8628
0.11603, -300.8011, 56.9362, -0.03604, -1.8629
0.11608, -300.8671, 56.9550, -0.03601, -1.8630
0.11613, -300.9026, 56.9669, -0.03599, -1.8631
0.11618, -300.9997, 56.9908, -0.03596, -1.8632
0.11623, -301.1532, 57.0295, -0.03593, -1.8633
0.11628, -301.2565, 57.0549, -0.03589, -1.8634
0.11633, -301.3198, 57.0720, -0.03584, -1.8635
0.11638, -301.3687, 57.0881, -0.03580, -1.8636
0.11643, -301.5438, 57.1302, -0.03575, -1.8638
0.11648, -301.6192, 57.1488, -0.03569, -1.8639
0.11653, -301.6518, 57.1589, -0.03564, -1.8640
0.11658, -301.7352, 57.1830, -0.03559, -1.8641
0.11663, -301.8684, 57.2178, -0.03553, -1.8642
0.11668, -301.9756, 57.2437, -0.03547, -1.8643
0.11673, -302.0747, 57.2704, -0.03540, -1.8644
0.11678, -302.1913, 57.3007, -0.03533, -1.8645
0.11682, -302.3539, 57.3385, -0.03526, -1.8646
0.11688, -302.4793, 57.3672, -0.03520, -1.8647
0.11692, -302.6450, 57.4094, -0.03513, -1.8648
0.11697, -302.7945, 57.4470, -0.03507, -1.8649
0.11702, -302.9662, 57.4892, -0.03500, -1.8650
0.11707, -303.0410, 57.5086, -0.03491, -1.8651
0.11712, -303.1724, 57.5409, -0.03482, -1.8652
0.11717, -303.3658, 57.5888, -0.03474, -1.8653
0.11722, -303.5653, 57.6388, -0.03465, -1.8654
0.11727, -303.6773, 57.6655, -0.03456, -1.8655
0.11732, -303.7656, 57.6881, -0.03446, -1.8655
0.11737, -303.8341, 57.7054, -0.03437, -1.8656
0.11742, -303.9588, 57.7335, -0.03429, -1.8657
0.11747, -304.1421, 57.7796, -0.03422, -1.8658
0.11752, -304.3335, 57.8275, -0.03414, -1.8659
0.11757, -304.4663, 57.8614, -0.03405, -1.8660
0.11762, -304.5621, 57.8863, -0.03395, -1.8661
0.11767, -304.8128, 57.9457, -0.03384, -1.8662
0.11772, -304.9589, 57.9801, -0.03374, -1.8663
0.11777, -305.1720, 58.0324, -0.03364, -1.8664
0.11782, -305.3104, 58.0655, -0.03354, -1.8665
0.11787, -305.4133, 58.0908, -0.03345, -1.8666
0.11792, -305.5353, 58.1192, -0.03335, -1.8667
0.11797, -305.6339, 58.1444, -0.03326, -1.8668
0.11802, -305.7600, 58.1758, -0.03317, -1.8669
0.11807, -305.8063, 58.1877, -0.03308, -1.8670
0.11811, -305.9634, 58.2228, -0.03299, -1.8671
0.11816, -306.1652, 58.2729, -0.03291, -1.8672
0.11821, -306.4125, 58.3326, -0.03282, -1.8673
0.11826, -306.6227, 58.3812, -0.03272, -1.8674
0.11831, -306.7151, 58.4033, -0.03262, -1.8674
0.11836, -306.9387, 58.4554, -0.03252, -1.8675
0.11840, -307.1586, 58.5081, -0.03242, -1.8676
0.11845, -307.3500, 58.5549, -0.03233, -1.8677
0.11850, -307.5035, 58.5892, -0.03222, -1.8678
0.11855, -307.6488, 58.6249, -0.03212, -1.8679
0.11859, -307.7880, 58.6591, -0.03202, -1.8680
0.11864, -307.9308, 58.6945, -0.03191, -1.8681
0.11869, -308.1500, 58.7463, -0.03181, -1.8681
0.11873, -308.2290, 58.7641, -0.03170, -1.8682
0.11878, -308.3497, 58.7929, -0.03160, -1.8683
0.11883, -308.5959, 58.8508, -0.03151, -1.8684
0.11887, -308.8301, 58.9035, -0.03141, -1.8685
0.11892, -308.9929, 58.9396, -0.03132, -1.8686
0.11896, -309.1081, 58.9691, -0.03123, -1.8686
0.11901, -309.2607, 59.0069, -0.03113, -1.8687
0.11905, -309.4457, 59.0511, -0.03103, -1.8688
0.11910, -309.6028, 59.0894, -0.03092, -1.8689
0.11914, -309.7507, 59.1231, -0.03081, -1.8690
0.11919, -309.8314, 59.1426, -0.03071, -1.8690
0.11923, -309.9703, 59.1778, -0.03061, -1.8691
0.11928, -310.1025, 59.2077, -0.03052, -1.8692
0.11933, -310.2898, 59.2522, -0.03042, -1.8693
0.11937, -310.4713, 59.2945, -0.03033, -1.8694
0.11941, -310.7144, 59.3514, -0.03023, -1.8694
0.11946, -310.8800, 59.3921, -0.03013, -1.8695
0.11950, -310.9879, 59.4106, -0.03004, -1.8696
0.11954, -311.1950, 59.4630, -0.02994, -1.8697
0.11958, -311.2901, 59.4853, -0.02986, -1.8697
0.11963, -311.4314, 59.5209, -0.02977, -1.8698
0.11967, -311.5966, 59.5600, -0.02967, -1.8699
0.11971, -311.6849, 59.5796, -0.02957, -1.8699
0.11975, -311.7538, 59.5972, -0.02948, -1.8700
0.11979, -311.9089, 59.6369, -0.02939, -1.8701
0.11983, -312.1580, 59.6966, -0.02930, -1.8702
0.11987, -312.3124, 59.7326, -0.02920, -1.8702
0.11992, -312.4677, 59.7706, -0.02910, -1.8703
0.11996, -312.6541, 59.8146, -0.02899, -1.8704
0.12000, -312.8363, 59.8537, -0.02889, -1.8704
0.12004, -312.9060, 59.8695, -0.02880, -1.8705
0.12008, -312.9983, 59.8917, -0.02872, -1.8706
0.12012, -313.1419, 59.9241, -0.02864, -1.8706
0.12016, -313.2370, 59.9455, -0.02857, -1.8707
0.12020, -313.4636, 59.9998, -0.02849, -1.8708
0.12024, -313.5279, 60.0156, -0.02841, -1.8708
0.12028, -313.6241, 60.0389, -0.02832, -1.8709
0.12032, -313.6651, 60.0487, -0.02823, -1.8710
0.12036, -313.8509, 60.0938, -0.02815, -1.8710
0.12040, -314.0456, 60.1399, -0.02807, -1.8711
0.12044, -314.1854, 60.1724, -0.02798, -1.8711
0.12048, -314.2834, 60.1941, -0.02789, -1.8712
0.12051, -314.3331, 60.2056, -0.02781, -1.8713
0.12055, -314.4429, 60.2317, -0.02774, -1.8713
0.12059, -314.5916, 60.2670, -0.02767, -1.8714
0.12063, -314.7884, 60.3117, -0.02760, -1.8715
0.12067, -314.9255, 60.3461, -0.02752, -1.8715
0.12071, -315.0021, 60.3658, -0.02744, -1.8716
0.12074, -315.1576, 60.4027, -0.02736, -1.8716
0.12078, -315.3049, 60.4373, -0.02727, -1.8717
0.12082, -315.3585, 60.4511, -0.02718, -1.8717
0.12086, -315.4995, 60.4855, -0.02710, -1.8718
0.12089, -315.6234, 60.5159, -0.02702, -1.8719
0.12093, -315.5223, 60.4931, -0.02694, -1.8719
0.12097, -315.6295, 60.5165, -0.02687, -1.8720
0.12100, -315.7157, 60.5357, -0.02680, -1.8720
0.12104, -315.8619, 60.5685, -0.02674, -1.8721
0.12108, -315.9647, 60.5938, -0.02669, -1.8721
0.12111, -316.0544, 60.6132, -0.02663, -1.8722
0.12115, -316.1474, 60.6341, -0.02657, -1.8723
0.12118, -316.2616, 60.6601, -0.02651, -1.8723
0.12122, -316.3880, 60.6906, -0.02646, -1.8724
0.12126, -316.4491, 60.7052, -0.02640, -1.8724
0.12129, -316.5071, 60.7185, -0.02633, -1.8725
0.12133, -316.5320, 60.7257, -0.02627, -1.8725
0.12136, -316.5691, 60.7345, -0.02621, -1.8726
0.12140, -316.6546, 60.7547, -0.02615, -1.8726
0.12143, -316.7315, 60.7728, -0.02610, -1.8727
0.12147, -316.8852, 60.8057, -0.02604, -1.8727
0.12150, -316.9709, 60.8264, -0.02599, -1.8728
0.12154, -317.0006, 60.8334, -0.02594, -1.8728
0.12157, -317.0595, 60.8460, -0.02589, -1.8729
0.12161, -317.0781, 60.8521, -0.02584, -1.8729
0.12164, -317.1553, 60.8699, -0.02580, -1.8730
0.12167, -317.3283, 60.9126, -0.02575, -1.8730
0.12171, -317.3232, 60.9116, -0.02569, -1.8731
0.12174, -317.3938, 60.9282, -0.02564, -1.8731
0.12178, -317.3440, 60.9135, -0.02558, -1.8732
0.12181, -317.3910, 60.9252, -0.02554, -1.8732
0.12184, -317.5331, 60.9564, -0.02550, -1.8733
0.12188, -317.6795, 60.9927, -0.02547, -1.8733
0.12191, -317.7736, 61.0118, -0.02543, -1.8734
0.12194, -317.8151, 61.0211, -0.02539, -1.8734
0.12198, -317.7821, 61.0108, -0.02534, -1.8735
0.12201, -317.8337, 61.0233, -0.02531, -1.8735
0.12204, -317.8196, 61.0191, -0.02527, -1.8736
0.12208, -317.8111, 61.0154, -0.02524, -1.8736
0.12211, -317.9360, 61.0432, -0.02522, -1.8737
0.12214, -318.1270, 61.0878, -0.02519, -1.8737
0.12218, -318.2072, 61.1064, -0.02516, -1.8738
0.12221, -318.2535, 61.1190, -0.02512, -1.8738
0.12224, -318.2714, 61.1227, -0.02508, -1.8739
0.12227, -318.3041, 61.1326, -0.02503, -1.8739
0.12231, -318.2120, 61.1121, -0.02498, -1.8740
0.12234, -318.1629, 61.0988, -0.02494, -1.8740
0.12237, -318.2354, 61.1159, -0.02491, -1.8741
0.12240, -318.3002, 61.1314, -0.02489, -1.8741
0.12244, -318.4185, 61.1587, -0.02486, -1.8741
0.12247, -318.4848, 61.1747, -0.02483, -1.8742
0.12250, -318.4782, 61.1716, -0.02480, -1.8742
0.12253, -318.5123, 61.1802, -0.02477, -1.8743
0.12256, -318.5874, 61.1974, -0.02474, -1.8743
0.12259, -318.5882, 61.1958, -0.02471, -1.8744
0.12263, -318.5660, 61.1909, -0.02468, -1.8744
0.12266, -318.6158, 61.2046, -0.02466, -1.8745
0.12269, -318.7457, 61.2332, -0.02464, -1.8745
0.12272, -318.8453, 61.2569, -0.02461, -1.8746
0.12275, -318.8475, 61.2558, -0.02458, -1.8746
0.12278, -318.9422, 61.2794, -0.02455, -1.8746
0.12281, -318.9775, 61.2877, -0.02452, -1.8747
0.12285, -319.0115, 61.2957, -0.02449, -1.8747
0.12288, -319.0517, 61.3040, -0.02446, -1.8748
0.12291, -319.0814, 61.3089, -0.02443, -1.8748
0.12294, -319.0751, 61.3074, -0.02440, -1.8749
0.12297, -319.1015, 61.3105, -0.02438, -1.8749
0.12300, -319.1855, 61.3299, -0.02436, -1.8749
0.12303, -319.2833, 61.3522, -0.02435, -1.8750
0.12306, -319.2349, 61.3410, -0.02433, -1.8750
0.12309, -319.2403, 61.3435, -0.02430, -1.8751
0.12312, -319.3068, 61.3577, -0.02428, -1.8751
0.12316, -319.3198, 61.3591, -0.02426, -1.8752
0.12319, -319.3074, 61.3571, -0.02423, -1.8752
0.12322, -319.3520, 61.3678, -0.02421, -1.8752
0.12325, -319.4685, 61.3944, -0.02419, -1.8753
0.12328, -319.4786, 61.3968, -0.02417, -1.8753
0.12331, -319.5209, 61.4070, -0.02415, -1.8754
0.12334, -319.5475, 61.4125, -0.02412, -1.8754
0.12337, -319.4857, 61.3963, -0.02410, -1.8755
0.12340, -319.5337, 61.4077, -0.02408, -1.8755
0.12343, -319.6007, 61.4244, -0.02406, -1.8755
0.12346, -319.5672, 61.4140, -0.02404, -1.8756
0.12349, -319.5757, 61.4168, -0.02403, -1.8756
0.12352, -319.6056, 61.4252, -0.02401, -1.8757
0.12355, -319.6638, 61.4405, -0.02400, -1.8757
0.12358, -319.7423, 61.4557, -0.02397, -1.8757
0.12361, -319.7719, 61.4624, -0.02395, -1.8758
0.12364, -319.8184, 61.4742, -0.02393, -1.8758
0.12367, -319.7834, 61.4633, -0.02391, -1.8759
0.12370, -319.7847, 61.4604, -0.02389, -1.8759
0.12373, -319.8264, 61.4709, -0.02388, -1.8759
0.12376, -319.8666, 61.4801, -0.02388, -1.8760
0.12379, -319.9243, 61.4942, -0.02387, -1.8760
0.12382, -319.9363, 61.4962, -0.02385, -1.8761
0.12385, -319.9477, 61.4992, -0.02384, -1.8761
0.12388, -319.9283, 61.4940, -0.02382, -1.8762
0.12391, -319.9190, 61.4923, -0.02380, -1.8762
0.12394, -319.9938, 61.5095, -0.02378, -1.8762
0.12397, -320.1161, 61.5376, -0.02377, -1.8763
0.12399, -320.1692, 61.5510, -0.02375, -1.8763
0.12402, -320.2170, 61.5599, -0.02373, -1.8764
0.12405, -320.2273, 61.5614, -0.02371, -1.8764
0.12408, -320.2630, 61.5694, -0.02369, -1.8764
0.12411, -320.3285, 61.5858, -0.02367, -1.8765
0.12414, -320.3173, 61.5833, -0.02366, -1.8765
0.12417, -320.3838, 61.6000, -0.02364, -1.8765
0.12420, -320.4479, 61.6148, -0.02361, -1.8766
0.12423, -320.4485, 61.6146, -0.02359, -1.8766
0.12426, -320.4569, 61.6157, -0.02356, -1.8767
0.12429, -320.4830, 61.6195, -0.02354, -1.8767
0.12431, -320.5557, 61.6367, -0.02353, -1.8767
0.12434, -320.6326, 61.6531, -0.02351, -1.8768
0.12437, -320.7248, 61.6756, -0.02350, -1.8768
0.12440, -320.7561, 61.6821, -0.02348, -1.8769
0.12443, -320.8087, 61.6953, -0.02346, -1.8769
0.12446, -320.8133, 61.6947, -0.02343, -1.8769
0.12449, -320.8928, 61.7132, -0.02341, -1.8770
0.12452, -320.9625, 61.7280, -0.02339, -1.8770
0.12455, -321.0133, 61.7363, -0.02337, -1.8771
0.12458, -321.0625, 61.7483, -0.02335, -1.8771
0.12460, -321.0060, 61.7338, -0.02333, -1.8771
0.12463, -320.9693, 61.7260, -0.02332, -1.8772
0.12466, -321.0214, 61.7372, -0.02330, -1.8772
0.12469, -321.0992, 61.7551, -0.02329, -1.8772
0.12472, -321.1518, 61.7683, -0.02327, -1.8773
